标题,价格(元/月),区域,户型,面积(㎡),朝向,详情链接,驾车距离,驾车时间,公交时间,步行距离,步行时间,通勤时间(分钟),价格得分,通勤得分,面积得分,性价比得分,纬度,经度
整租·云星钱隆首府E地块 3室2厅 南,3200,良庆区-五象核心区-云星钱隆首府E地块,3室2厅2卫,113.0,南,https://nn.zu.ke.com/zufang/NN2022540799916376064.html,9.8公里,36分钟,40分钟,9.3公里,124分钟,40.0,0.9699743228692123,0.6914893617021277,0.03748430103371655,67.2,22.77064,108.377577
整租·檀府印象檀逸 4室2厅 南,2000,良庆区-五象文旅-檀府印象檀逸,4室2厅2卫,116.0,南,https://nn.zu.ke.com/zufang/NN2022541493935276032.html,15.9公里,43分钟,59分钟,14.3公里,191分钟,59.0,0.9823987409922968,0.48936170212765956,0.038643609313109846,59.6,22.745931,108.411792
整租·天誉花园3组团 4室2厅 东/南,1800,良庆区-五象文旅-天誉花园3组团,4室2厅2卫,89.0,,https://nn.zu.ke.com/zufang/NN2023353437185376256.html,15.6公里,44分钟,59分钟,14.6公里,194分钟,59.0,0.9844694773461443,0.48936170212765956,0.028209834798570185,59.5,22.745997,108.41558
整租·庭香園 1室0厅 南,1000,江南区-经开区-庭香園,1室0厅1卫,36.0,南,https://nn.zu.ke.com/zufang/NN2023363238053281792.html,6.3公里,22分钟,22分钟,6.5公里,86分钟,22.0,0.992752422761534,0.8829787234042553,0.007728721862621969,75.2,22.766519,108.30981
整租·金源CBD现代城 3室1厅 东南,8000,青秀区-金湖-金源CBD现代城,3室1厅0卫,218.0,东南,https://nn.zu.ke.com/zufang/NN2023362466485895168.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.920276650376874,0.8404255319148937,0.07806009081248189,72.0,22.818228,108.369612
整租·盛天华府 3室1厅 东南,3500,青秀区-东盟商务区-盛天华府,3室1厅1卫,72.0,东南,https://nn.zu.ke.com/zufang/NN2023343719675068416.html,8.9公里,42分钟,31分钟,8.9公里,119分钟,31.0,0.9668682183384412,0.7872340425531915,0.021640421215341512,70.6,22.805157,108.241446
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,54.47,东南,https://nn.zu.ke.com/zufang/NN2023370721085882368.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.7339103785306055,0.8404255319148937,0.014866196502753356,63.3,22.818228,108.369612
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,65.84,东南,https://nn.zu.ke.com/zufang/NN2023370165281882112.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.7339103785306055,0.8404255319148937,0.019259974881653947,63.4,22.818228,108.369612
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,57.51,东南,https://nn.zu.ke.com/zufang/NN2023371404501581824.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.7339103785306055,0.8404255319148937,0.016040962225871896,63.3,22.818228,108.369612
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,736.0,东南,https://nn.zu.ke.com/zufang/NN2023368789814411264.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.7339103785306055,0.8404255319148937,0.2782339870543909,68.5,22.818228,108.369612
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,736.0,东南,https://nn.zu.ke.com/zufang/NN2023372060520087552.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.7339103785306055,0.8404255319148937,0.2782339870543909,68.5,22.818228,108.369612
整租·金源CBD现代城 5室2厅 东南,26000,青秀区-金湖-金源CBD现代城,5室2厅0卫,736.0,东南,https://nn.zu.ke.com/zufang/NN2023372311268163584.html,5.8公里,27分钟,26分钟,5.7公里,76分钟,26.0,0.7339103785306055,0.8404255319148937,0.2782339870543909,68.5,22.818228,108.369612
整租·建发和鸣 2室2厅 南/北,1300,邕宁区-龙岗-建发和鸣,2室2厅1卫,78.14,,https://nn.zu.ke.com/zufang/NN2023422045898932224.html,22.0公里,45分钟,105分钟,20.8公里,278分钟,105.0,0.9896463182307629,0.0,0.024013138827166457,40.1,22.781639,108.484443
整租·建发鼎华北大珑廷 1室1厅 东南,2100,西乡塘区-西大-建发鼎华北大珑廷,1室1厅1卫,38.82,东南,https://nn.zu.ke.com/zufang/NN2023599069347184640.html,6.8公里,27分钟,39分钟,5.1公里,67分钟,39.0,0.9813633728153731,0.7021276595744681,0.008818471645251666,67.5,22.844353,108.291084
整租·金科城 3室2厅 东南,1200,良庆区-五象湖-金科城,3室2厅2卫,89.0,东南,https://nn.zu.ke.com/zufang/NN2023708760421171200.html,17.8公里,45分钟,67分钟,16.8公里,224分钟,67.0,0.9906816864076866,0.40425531914893614,0.028209834798570185,56.4,22.700674,108.384832
整租·盛天东郡 2室2厅 南,1600,兴宁区-兴宁东-盛天东郡,2室2厅1卫,89.0,南,https://nn.zu.ke.com/zufang/NN2023963799513464832.html,13.5公里,35分钟,42分钟,9.5公里,127分钟,42.0,0.9865402136999917,0.6702127659574468,0.028209834798570185,66.8,22.86058,108.382432
整租·城市花园 2室2厅 错层 东南,2600,青秀区-金湖-城市花园,2室2厅1卫,85.0,东南,https://nn.zu.ke.com/zufang/NN2023693700541972480.html,6.2公里,29分钟,27分钟,6.1公里,81分钟,27.0,0.9761865319307546,0.8297872340425532,0.026664090426045794,72.8,22.808246,108.371435
整租·万达广场 1室1厅 南,1800,江南区-白沙星光-万达广场,1室1厅1卫,45.0,南,https://nn.zu.ke.com/zufang/NN2023695207886749696.html,4.2公里,20分钟,13分钟,4.2公里,56分钟,13.0,0.9844694773461443,0.9787234042553191,0.011206646700801855,78.8,22.774336,108.280388
整租·嘉士摩根国际 3室2厅 南,1700,兴宁区-朝阳-嘉士摩根国际,3室2厅1卫,75.31,南,https://nn.zu.ke.com/zufang/NN2023642357324316672.html,2.0公里,12分钟,12分钟,1.3公里,17分钟,12.0,0.985504845523068,0.9893617021276596,0.02291952468360545,79.5,22.825751,108.31831
整租·荣和·千千树 4室2厅 南,2500,青秀区-凤岭北-荣和 - 千千树,4室2厅2卫,92.0,南,https://nn.zu.ke.com/zufang/NN2023673288433074176.html,12.4公里,33分钟,48分钟,8.7公里,116分钟,48.0,0.9772219001076783,0.6063829787234043,0.029369143077963483,63.9,22.8177,108.366407
整租·凤岭名园 1室1厅 东,1500,青秀区-凤岭北-凤岭名园,1室1厅1卫,40.0,东,https://nn.zu.ke.com/zufang/NN2023601435383431168.html,14.6公里,37分钟,50分钟,11.0公里,147分钟,50.0,0.9875755818769154,0.5851063829787234,0.009274466235146363,63.1,22.827164,108.419356
整租·万科第五园 3室2厅 南,1600,兴宁区-兴宁东-万科第五园,3室2厅2卫,96.0,南,https://nn.zu.ke.com/zufang/NN2023372634862911488.html,18.7公里,40分钟,64分钟,12.0公里,160分钟,64.0,0.9865402136999917,0.43617021276595747,0.030914887450487875,57.5,22.884785,108.392282
整租·华润二十四城 3室2厅 南,3200,良庆区-五象湖-华润二十四城,3室2厅2卫,89.0,南,https://nn.zu.ke.com/zufang/NN2023755221309587456.html,15.3公里,42分钟,45分钟,14.4公里,192分钟,45.0,0.9699743228692123,0.6382978723404256,0.028209834798570185,64.9,22.724302,108.386519
整租·荣和·千千树 4室2厅 南/北,3000,青秀区-凤岭北-荣和 - 千千树,4室2厅2卫,92.0,,https://nn.zu.ke.com/zufang/NN2023707396471259136.html,12.4公里,33分钟,48分钟,8.7公里,116分钟,48.0,0.9720450592230597,0.6063829787234043,0.029369143077963483,63.7,22.8177,108.366407
整租·绿地 · 国际花都 3室2厅 东南/南,1700,良庆区-五象湖-绿地  -  国际花都,3室2厅1卫,89.0,,https://nn.zu.ke.com/zufang/NN2052683073975222272.html,13.2公里,40分钟,49分钟,11.8公里,158分钟,49.0,0.985504845523068,0.5957446808510638,0.028209834798570185,63.8,22.685665,109.269521
整租·龙光玖誉湖澜湖 3室2厅 南,1900,良庆区-五象文旅-龙光玖誉湖澜湖,3室2厅2卫,98.0,南,https://nn.zu.ke.com/zufang/NN2052638135086481408.html,14.4公里,42分钟,55分钟,14.1公里,188分钟,55.0,0.9834341091692206,0.5319148936170213,0.03168775963675007,61.2,22.747132,108.410606
整租·花畔里 3室1厅 南,1200,邕宁区-龙岗-花畔里,3室1厅1卫,90.0,南,https://nn.zu.ke.com/zufang/NN2052688495054422016.html,18.2公里,41分钟,76分钟,17.8公里,237分钟,76.0,0.9906816864076866,0.30851063829787234,0.028596270891701286,52.5,22.77853,108.459063
整租·五洲国际 4室2厅 北,6500,青秀区-东盟商务区-五洲国际,4室2厅2卫,147.0,北,https://nn.zu.ke.com/zufang/NN2053081512051474432.html,8.7公里,41分钟,33分钟,8.8公里,118分钟,33.0,0.9358071730307297,0.7659574468085106,0.050623128200173895,69.1,22.806844,108.398213
整租·荣和大地二组团 4室2厅 南/北,3300,青秀区-凤岭北-荣和大地二组团,4室2厅2卫,120.0,,https://nn.zu.ke.com/zufang/NN2053100144714317824.html,10.8公里,33分钟,48分钟,9.5公里,127分钟,48.0,0.9689389546922885,0.6063829787234043,0.04018935368563424,63.8,22.828629,108.403309
整租·天誉城 1室1厅 复式 南,1300,良庆区-五象文旅-天誉城,1室1厅1卫,30.0,南,https://nn.zu.ke.com/zufang/NN2053107689461907456.html,15.6公里,44分钟,50分钟,14.9公里,198分钟,50.0,0.9896463182307629,0.5851063829787234,0.005410105303835378,63.1,22.756519,108.427549
整租·保利领秀前城领秀府 4室2厅 南/北,3800,青秀区-凤岭南-保利领秀前城领秀府,4室2厅2卫,148.0,,https://nn.zu.ke.com/zufang/NN2053104902846021632.html,14.7公里,43分钟,57分钟,13.0公里,173分钟,57.0,0.96376211380767,0.5106382978723404,0.05100956429330499,60.0,22.788961,108.423034
整租·龙光玖誉城翰城 3室2厅 南,1500,江南区-经开区-龙光玖誉城翰城,3室2厅2卫,89.0,南,https://nn.zu.ke.com/zufang/NN2053104860919758848.html,6.4公里,24分钟,28分钟,6.2公里,83分钟,28.0,0.9875755818769154,0.8191489361702128,0.028209834798570185,72.8,22.771165,108.307548
整租·凤岭在水一方 3室2厅 南,1900,青秀区-凤岭北-凤岭在水一方,3室2厅1卫,90.0,南,https://nn.zu.ke.com/zufang/NN2053167288462344192.html,11.5公里,36分钟,48分钟,9.3公里,124分钟,48.0,0.9834341091692206,0.6063829787234043,0.028596270891701286,64.2,22.834734,108.403768
整租·丽景豪庭 3室2厅 南,2500,青秀区-金湖-丽景豪庭,3室2厅2卫,105.0,南,https://nn.zu.ke.com/zufang/NN2053154491011694592.html,6.4公里,24分钟,35分钟,6.5公里,86分钟,35.0,0.9772219001076783,0.7446808510638298,0.03439281228866776,69.6,22.801898,108.36872
整租·绿地中央广场二期 4室2厅 东南,5000,青秀区-青秀万达-绿地中央广场二期,4室2厅2卫,165.0,东南,https://nn.zu.ke.com/zufang/NN2053114222883110912.html,7.7公里,29分钟,53分钟,6.2公里,82分钟,53.0,0.9513376956845855,0.5531914893617021,0.05757897787653367,61.3,22.831618,108.375646
整租·世茂茂御府 3室2厅 南,1400,邕宁区-龙岗-世茂茂御府,3室2厅1卫,79.0,南,https://nn.zu.ke.com/zufang/NN2053122544638099456.html,18.6公里,53分钟,82分钟,18.2公里,242分钟,82.0,0.9886109500538391,0.24468085106382978,0.0243454738672592,49.8,22.778965,108.456395
整租·碧桂园天玺湾 3室2厅 南,1800,良庆区-玉洞-碧桂园天玺湾,3室2厅2卫,100.0,南,https://nn.zu.ke.com/zufang/NN2053010234422591488.html,13.3公里,39分钟,52分钟,12.0公里,160分钟,52.0,0.9844694773461443,0.5638297872340425,0.032460631823012266,62.6,22.73036,108.365226
整租·莱茵湖畔 2室2厅 北,1900,青秀区-琅东-莱茵湖畔,2室2厅1卫,93.0,北,https://nn.zu.ke.com/zufang/NN2053045751985995776.html,5.2公里,21分钟,36分钟,5.0公里,66分钟,36.0,0.9834341091692206,0.7340425531914894,0.02975557917109458,69.3,22.809434,108.415761
整租·建发五象印月 3室2厅 南/北,4000,良庆区-五象湖-建发五象印月,3室2厅2卫,108.0,,https://nn.zu.ke.com/zufang/NN2053055074623553536.html,14.4公里,41分钟,52分钟,12.2公里,162分钟,52.0,0.9616913774538226,0.5638297872340425,0.035552120568061056,61.7,22.736995,108.376435
整租·城市杰座 1室1厅 东南,1600,青秀区-金湖-城市杰座,1室1厅1卫,58.0,东南,https://nn.zu.ke.com/zufang/NN2053067581371187200.html,5.4公里,25分钟,26分钟,5.4公里,72分钟,26.0,0.9865402136999917,0.8404255319148937,0.016230315911506133,73.4,22.808984,108.365466
整租·云星钱隆天下北区 3室2厅 南,3000,青秀区-金湖-云星钱隆天下北区,3室2厅2卫,101.0,南,https://nn.zu.ke.com/zufang/NN2053008519002587136.html,5.9公里,22分钟,31分钟,5.8公里,77分钟,31.0,0.9720450592230597,0.7872340425531915,0.03284706791614337,71.0,22.798362,108.362822
整租·万达广场 1室1厅 复式 西,2800,江南区-白沙星光-万达广场,1室1厅1卫,60.0,西,https://nn.zu.ke.com/zufang/NN2053065408881098752.html,4.2公里,20分钟,13分钟,4.2公里,56分钟,13.0,0.9741157955769072,0.9787234042553191,0.01700318809776833,78.5,22.789868,108.313547
整租·利海亚洲国际 1室0厅 南,1500,青秀区-东盟商务区-利海亚洲国际,1室0厅1卫,54.0,南,https://nn.zu.ke.com/zufang/NN2053054220747145216.html,8.7公里,41分钟,31分钟,8.6公里,114分钟,31.0,0.9875755818769154,0.7872340425531915,0.014684571538981742,71.3,22.808504,108.396643
整租·建发央玺 3室2厅 南/北,3680,良庆区-五象湖-建发央玺,3室2厅2卫,105.93,,https://nn.zu.ke.com/zufang/NN2053047796793081856.html,14.4公里,41分钟,48分钟,12.9公里,172分钟,48.0,0.9650045556199784,0.6063829787234043,0.034752197855279686,63.6,22.735102,108.381185
整租·万科第五园 5室2厅 南/北,2700,兴宁区-兴宁东-万科第五园,5室2厅3卫,179.0,,https://nn.zu.ke.com/zufang/NN2024788326900301824.html,18.7公里,40分钟,64分钟,12.0公里,160分钟,64.0,0.9751511637538308,0.43617021276595747,0.06298908318036904,57.7,22.884785,108.392282
整租·和润园 5室2厅 南,7000,青秀区-东盟商务区-和润园,5室2厅2卫,167.0,南,https://nn.zu.ke.com/zufang/NN2024792895550128128.html,10.9公里,40分钟,42分钟,9.8公里,130分钟,42.0,0.9306303321461111,0.6702127659574468,0.05835185006279586,65.2,22.806019,108.403202
整租·中南紫云集（北区） 3室1厅 南,1600,良庆区-玉洞-中南紫云集（北区）,3室1厅2卫,98.0,南,https://nn.zu.ke.com/zufang/NN2024805207828856832.html,14.0公里,40分钟,44分钟,13.1公里,175分钟,44.0,0.9865402136999917,0.648936170212766,0.03168775963675007,66.1,22.727375,108.351731
整租·龙光世纪中心 3室1厅 南,8300,青秀区-东盟商务区-龙光世纪中心,3室1厅1卫,134.0,南,https://nn.zu.ke.com/zufang/NN2024792440543641600.html,8.7公里,41分钟,27分钟,8.7公里,116分钟,27.0,0.9171705458461029,0.8297872340425532,0.04559945898946962,70.8,22.806844,108.398213
整租·怡景苑 2室2厅 南,1000,青秀区-仙葫-怡景苑,2室2厅1卫,65.0,南,https://nn.zu.ke.com/zufang/NN2025091505575690240.html,14.4公里,45分钟,59分钟,13.9公里,185分钟,59.0,0.992752422761534,0.48936170212765956,0.018935368563423823,59.7,22.806298,108.448526
整租·秀山花园 3室2厅 东,2800,青秀区-东盟商务区-秀山花园,3室2厅2卫,131.0,东,https://nn.zu.ke.com/zufang/NN2025116896960970752.html,6.1公里,21分钟,34分钟,6.2公里,82分钟,34.0,0.9741157955769072,0.7553191489361702,0.04444015071007632,70.1,22.793801,108.36656
整租·天池山小区 3室2厅 南,1200,青秀区-仙葫-天池山小区,3室2厅2卫,138.0,南,https://nn.zu.ke.com/zufang/NN2025131992844075008.html,16.0公里,47分钟,75分钟,15.7公里,209分钟,75.0,0.9906816864076866,0.3191489361702128,0.04714520336199401,53.3,22.811025,108.459904
整租·联盟新城 6室2厅 北,6000,青秀区-东盟商务区-联盟新城,6室2厅2卫,165.0,北,https://nn.zu.ke.com/zufang/NN2025155820466995200.html,9.9公里,38分钟,40分钟,9.0公里,120分钟,40.0,0.9409840139153482,0.6914893617021277,0.05757897787653367,66.5,22.802164,108.393041
整租·莱茵湖畔 1室1厅 南,8500,青秀区-琅东-莱茵湖畔,1室1厅0卫,60.0,南,https://nn.zu.ke.com/zufang/NN2025413895891451904.html,5.2公里,21分钟,36分钟,5.0公里,66分钟,36.0,0.9150998094922554,0.7340425531914894,0.01700318809776833,66.3,22.809434,108.415761
整租·阳光城半山湾 5室2厅 南,3000,青秀区-仙葫-阳光城半山湾,5室2厅2卫,130.0,南,https://nn.zu.ke.com/zufang/NN2025412936738013184.html,21.5公里,49分钟,70分钟,20.0公里,267分钟,70.0,0.9720450592230597,0.3723404255319149,0.044053714616945225,54.7,22.787364,108.494178
整租·云创谷 1室1厅 北,1600,良庆区-五象湖-云创谷,1室1厅1卫,35.0,北,https://nn.zu.ke.com/zufang/NN2025178246542262272.html,13.3公里,40分钟,45分钟,12.8公里,171分钟,45.0,0.9865402136999917,0.6382978723404256,0.007342285769490871,65.1,22.737114,108.381968
整租·阳光城光明湖畔苑 3室2厅 东南/南,1800,良庆区-五象湖-阳光城光明湖畔苑,3室2厅2卫,100.0,,https://nn.zu.ke.com/zufang/NN2025430123590713344.html,13.2公里,40分钟,60分钟,12.8公里,170分钟,60.0,0.9844694773461443,0.4787234042553192,0.032460631823012266,59.2,22.743756,108.392223
整租·联盟新城 4室2厅 南/北,7500,青秀区-东盟商务区-联盟新城,4室2厅2卫,180.0,,https://nn.zu.ke.com/zufang/NN2025463516588146688.html,9.9公里,37分钟,40分钟,9.0公里,120分钟,40.0,0.9254534912614926,0.6914893617021277,0.06337551927350014,65.9,22.802164,108.393041
整租·嘉州华都 3室2厅 南,1800,西乡塘区-西大-嘉州华都,3室2厅2卫,126.0,南,https://nn.zu.ke.com/zufang/NN2025424305893933056.html,4.6公里,19分钟,17分钟,4.2公里,56分钟,17.0,0.9844694773461443,0.9361702127659575,0.04250797024442083,77.7,22.82975,108.293042
整租·彰泰城B区 1室1厅 南,1500,良庆区-五象核心区-彰泰城B区,1室1厅1卫,40.0,南,https://nn.zu.ke.com/zufang/NN2025485829488508928.html,11.0公里,39分钟,41分钟,10.6公里,141分钟,41.0,0.9875755818769154,0.6808510638297872,0.009274466235146363,66.9,22.766999,108.389803
整租·万科城 1室1厅 南,1600,青秀区-凤岭北-万科城,1室1厅1卫,26.0,南,https://nn.zu.ke.com/zufang/NN2025501803772116992.html,12.1公里,33分钟,43分钟,7.5公里,100分钟,43.0,0.9865402136999917,0.6595744680851063,0.0038643609313109843,65.9,22.846491,108.385061
整租·云星时代广场 1室1厅 北,1200,良庆区-五象核心区-云星时代广场,1室1厅1卫,40.0,北,https://nn.zu.ke.com/zufang/NN2025156180166311936.html,11.3公里,38分钟,44分钟,10.0公里,134分钟,44.0,0.9906816864076866,0.648936170212766,0.009274466235146363,65.8,22.774177,108.298602
整租·云创谷 2室2厅 西,4500,良庆区-五象湖-云创谷,2室2厅2卫,104.0,西,https://nn.zu.ke.com/zufang/NN2025406753033682944.html,13.3公里,40分钟,45分钟,12.8公里,171分钟,45.0,0.956514536569204,0.6382978723404256,0.03400637619553666,64.5,22.737114,108.381968
整租·天誉城 1室1厅 复式 南,1400,良庆区-五象文旅-天誉城,1室1厅1卫,30.0,南,https://nn.zu.ke.com/zufang/NN2025215651156590592.html,15.6公里,43分钟,50分钟,14.9公里,198分钟,50.0,0.9886109500538391,0.5851063829787234,0.005410105303835378,63.1,22.756519,108.427549
